use_id,user_id,platform,platform_version,Device,use_type_id,Retail Branding,Marketing Name,Model,outgoing_mins_per_month,outgoing_sms_per_month,monthly_mb
22830,29065,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,324.27,91.5,519.12
22864,14720,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,67.15,39.03,3114.67
22865,14720,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,67.15,39.03,3114.67
22866,14720,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,67.15,39.03,5191.12
22874,27142,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,59.54,52.64,519.12
22885,12438,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,227.51,98.66,519.12
22890,14268,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,28.85,30.22,3114.67
22897,14720,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,66.47,31.68,5191.12
22907,16068,android,5.0,SM-G900F,1,Samsung,Galaxy S5,klte,178.99,64.38,3114.67
22932,29685,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,237.19,25.35,3114.67
22933,29685,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,237.19,25.35,3114.67
22934,29685,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,237.19,25.35,3114.67
22935,29065,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,293.2,94.57,519.12
22964,14268,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,28.9,29.42,3114.67
22966,29693,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,222.32,224.58,3114.67
22970,16068,android,5.0,SM-G900F,1,Samsung,Galaxy S5,klte,192.58,60.83,3114.67
22975,28953,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,200.18,89.48,5191.12
22978,29700,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,202.63,78.32,1557.33
22980,29701,android,4.4,SM-G900F,1,Samsung,Galaxy S5,klte,246.89,22.36,31146.67
22991,29704,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,376.59,79.84,3114.67
23005,26691,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,37.27,136.1,1557.33
23013,14268,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,28.74,29.52,3114.67
23016,29712,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,99.81,403.78,3114.67
23041,28953,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,198.59,90.49,5191.12
23043,28953,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,198.59,90.49,5191.12
23044,28953,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,198.59,90.49,3114.67
23049,29725,android,6.0,SM-G900F,1,Samsung,Galaxy S5,klte,344.53,20.53,519.12
22813,23415,android,4.4,HTC Desire 510,1,HTC,Desire 510,htc_a11ul8x26,797.06,7.67,519.12
22813,23415,android,4.4,HTC Desire 510,1,HTC,HTC Desire 510,htc_a11ul,797.06,7.67,519.12
22814,23415,android,4.4,HTC Desire 510,1,HTC,Desire 510,htc_a11ul8x26,797.06,7.67,15573.33
22814,23415,android,4.4,HTC Desire 510,1,HTC,HTC Desire 510,htc_a11ul,797.06,7.67,15573.33
22815,23415,android,4.4,HTC Desire 510,1,HTC,Desire 510,htc_a11ul8x26,797.06,7.67,15573.33
22815,23415,android,4.4,HTC Desire 510,1,HTC,HTC Desire 510,htc_a11ul,797.06,7.67,15573.33
22816,23415,android,4.4,HTC Desire 510,1,HTC,Desire 510,htc_a11ul8x26,797.06,7.67,15573.33
22816,23415,android,4.4,HTC Desire 510,1,HTC,HTC Desire 510,htc_a11ul,797.06,7.67,15573.33
22817,23415,android,4.4,HTC Desire 510,1,HTC,Desire 510,htc_a11ul8x26,797.06,7.67,15573.33
22817,23415,android,4.4,HTC Desire 510,1,HTC,HTC Desire 510,htc_a11ul,797.06,7.67,15573.33
22819,29651,android,4.4,HTC One mini 2,1,HTC,HTC One mini 2,htc_memul,78.8,327.33,10382.21
22820,29651,android,4.4,HTC One mini 2,1,HTC,HTC One mini 2,htc_memul,78.8,327.33,15573.33
22822,29651,android,4.4,HTC One mini 2,1,HTC,HTC One mini 2,htc_memul,78.8,327.33,15573.33
22831,6541,android,4.1,GT-I8190N,1,Samsung,Galaxy S3 Mini,golden,85.97,26.94,407.01
22832,29295,android,6.0,D5803,1,Sony,Xperia Z3 Compact,D5803,244.88,105.95,1557.33
22832,29295,android,6.0,D5803,1,Sony,Xperia Z3 Compact,aries,244.88,105.95,1557.33
22833,24847,android,6.0,E6653,1,Sony,Xperia Z5,E6653,135.09,42.02,5191.12
22889,29669,android,6.0,SM-G920F,1,Samsung,Galaxy S6,zeroflte,316.08,435.29,1620.05
22938,29687,android,6.0,SM-G920F,1,Samsung,Galaxy S6,zeroflte,137.06,190.61,519.12
22941,29688,android,6.0,SM-G920F,1,Samsung,Galaxy S6,zeroflte,59.95,154.33,3114.67
22998,29439,android,6.0,SM-G920F,1,Samsung,Galaxy S6,zeroflte,128.99,4.09,1557.33
23002,28898,android,6.0,SM-G920F,1,Samsung,Galaxy S6,zeroflte,322.33,86.39,3114.67
22849,29659,android,6.0,SM-A310F,1,Samsung,Galaxy A3(2016),a3xelte,103.97,234.72,1557.33
22850,29659,android,6.0,SM-A310F,1,Samsung,Galaxy A3(2016),a3xelte,103.97,234.72,1557.33
22855,3191,android,6.0,SM-N910F,1,Samsung,Galaxy Note4,trlte,300.47,169.32,3114.67
22855,3191,android,6.0,SM-N910F,1,Samsung,Galaxy Note4,trlteatt,300.47,169.32,3114.67
22903,29675,android,6.0,SM-N910F,1,Samsung,Galaxy Note4,trlte,9.74,11.3,2076.45
22903,29675,android,6.0,SM-N910F,1,Samsung,Galaxy Note4,trlteatt,9.74,11.3,2076.45
22912,10847,android,6.0,SM-N910F,1,Samsung,Galaxy Note4,trlte,8.14,0.79,1777.61
22912,10847,android,6.0,SM-N910F,1,Samsung,Galaxy Note4,trlteatt,8.14,0.79,1777.61
22962,27670,android,6.0,SM-N910F,1,Samsung,Galaxy Note4,trlte,197.43,115.02,12458.67
22962,27670,android,6.0,SM-N910F,1,Samsung,Galaxy Note4,trlteatt,197.43,115.02,12458.67
22992,27965,android,6.0,SM-N910F,1,Samsung,Galaxy Note4,trlte,244.93,16.22,20764.45
22992,27965,android,6.0,SM-N910F,1,Samsung,Galaxy Note4,trlteatt,244.93,16.22,20764.45
22856,29660,android,4.4,SM-G360F,1,Samsung,Galaxy Core Prime,coreprimelte,21.75,16.21,1557.33
22988,29702,android,5.0,SM-G360F,1,Samsung,Galaxy Core Prime,coreprimelte,114.59,69.2,1557.33
22861,16663,android,4.1,HTC One S,1,HTC,HTC ONE S,ville,74.59,150.59,1038.21
22861,16663,android,4.1,HTC One S,1,HTC,HTC One S,ville,74.59,150.59,1038.21
22861,16663,android,4.1,HTC One S,1,HTC,HTC One S,villec2,74.59,150.59,1038.21
22862,16663,android,4.1,HTC One S,1,HTC,HTC ONE S,ville,74.59,150.59,1038.21
22862,16663,android,4.1,HTC One S,1,HTC,HTC One S,ville,74.59,150.59,1038.21
22862,16663,android,4.1,HTC One S,1,HTC,HTC One S,villec2,74.59,150.59,1038.21
22871,18883,android,4.3,GT-I9300,1,Samsung,Galaxy S3,m0,29.54,34.78,33.79
22871,18883,android,4.3,GT-I9300,1,Samsung,Galaxy S3,m0chn,29.54,34.78,33.79
22955,26797,android,4.3,GT-I9300,1,Samsung,Galaxy S3,m0,305.58,159.5,894.58
22955,26797,android,4.3,GT-I9300,1,Samsung,Galaxy S3,m0chn,305.58,159.5,894.58
22873,29662,android,5.1,SM-J320FN,1,Samsung,Galaxy J3(2016),j3xnlte,109.32,27.86,1557.33
23019,29713,android,5.1,SM-J320FN,1,Samsung,Galaxy J3(2016),j3xnlte,126.3,135.35,519.12
23030,27979,android,5.1,SM-J320FN,1,Samsung,Galaxy J3(2016),j3xnlte,227.13,76.94,0.0
23031,27979,android,5.1,SM-J320FN,1,Samsung,Galaxy J3(2016),j3xnlte,227.13,76.94,1038.21
23032,27979,android,5.1,SM-J320FN,1,Samsung,Galaxy J3(2016),j3xnlte,227.13,76.94,1038.21
22879,29664,android,6.0,HTC Desire 530,1,HTC,Desire 530,htc_a16ul,287.74,33.97,1557.33
22879,29664,android,6.0,HTC Desire 530,1,HTC,HTC Desire 530,htc_a16ul,287.74,33.97,1557.33
22879,29664,android,6.0,HTC Desire 530,1,HTC,HTC Desrie D530,htc_a16ul,287.74,33.97,1557.33
22879,29664,android,6.0,HTC Desire 530,1,HTC,hTC Desire 530,htc_a16wl,287.74,33.97,1557.33
22881,29665,android,6.0,HTC Desire 825,1,HTC,HTC Desire 825,htc_a56uhl,128.34,1.77,7469.79
22909,29169,android,6.0,HTC Desire 825,1,HTC,HTC Desire 825,htc_a56uhl,42.25,37.06,1557.33
22987,29665,android,6.0,HTC Desire 825,1,HTC,HTC Desire 825,htc_a56uhl,0.5,3.32,7469.79
22882,29666,android,6.0,F3111,1,Sony,Xperia XA,F3111,43.03,0.47,2076.45
22883,29666,android,6.0,F3111,1,Sony,Xperia XA,F3111,43.03,0.47,2076.45
22884,29666,android,6.0,F3111,1,Sony,Xperia XA,F3111,43.03,0.47,2076.45
23017,29666,android,6.0,F3111,1,Sony,Xperia XA,F3111,55.96,0.25,2076.45
22886,29667,android,5.1,SM-G800F,1,Samsung,Galaxy S5 Mini,kminilte,74.23,47.4,1557.33
22891,29670,android,5.0,SM-N9005,1,Samsung,Galaxy Note3,hlte,205.11,273.75,16611.55
22892,29671,android,7.1,Nexus 5X,1,LGE,Nexus 5X,bullhead,67.35,15.38,1557.33
22895,29673,android,6.0,SM-G925F,1,Samsung,Galaxy S6 Edge,zerolte,145.55,11.5,3114.67
22896,29673,android,6.0,SM-G925F,1,Samsung,Galaxy S6 Edge,zerolte,145.55,11.5,3114.67
22902,29673,android,6.0,SM-G925F,1,Samsung,Galaxy S6 Edge,zerolte,145.55,11.5,4152.88
22949,29673,android,6.0,SM-G925F,1,Samsung,Galaxy S6 Edge,zerolte,184.73,9.13,4152.88
22920,18833,android,6.0,D6603,1,Sony,Xperia Z3,D6603,362.01,14.19,7267.55
22920,18833,android,6.0,D6603,1,Sony,Xperia Z3,leo,362.01,14.19,7267.55
22921,18833,android,6.0,D6603,1,Sony,Xperia Z3,D6603,362.01,14.19,7267.55
22921,18833,android,6.0,D6603,1,Sony,Xperia Z3,leo,362.01,14.19,7267.55
22922,28845,android,6.0,LG-H815,1,LGE,LG G4,p1,155.71,10.14,1557.33
22926,29681,android,5.0,GT-I9515,1,Samsung,Galaxy S4,jfvelte,142.73,61.34,1557.33
22927,29681,android,5.0,GT-I9515,1,Samsung,Galaxy S4,jfvelte,142.73,61.34,1557.33
22985,6356,android,5.0,GT-I9515,1,Samsung,Galaxy S4,jfvelte,255.47,14.7,1557.33
22931,29684,android,6.0,EVA-L09,1,Huawei,P9,HWEVA,115.26,0.92,1557.33
22937,29686,android,6.0,HTC One M9,1,HTC,HTC M9,htc_himaulatt,129.85,66.65,2362.07
22937,29686,android,6.0,HTC One M9,1,HTC,HTC One M9,htc_himauhl,129.85,66.65,2362.07
22937,29686,android,6.0,HTC One M9,1,HTC,HTC One M9,htc_himaul,129.85,66.65,2362.07
22937,29686,android,6.0,HTC One M9,1,HTC,HTC One M9,htc_himaulatt,129.85,66.65,2362.07
22937,29686,android,6.0,HTC One M9,1,HTC,HTC One M9,htc_himawhl,129.85,66.65,2362.07
22943,29689,android,4.1,GT-N7100,1,Samsung,Galaxy Note2,t03g,16.34,91.76,3114.67
22943,29689,android,4.1,GT-N7100,1,Samsung,Galaxy Note2,t03gchn,16.34,91.76,3114.67
22944,29689,android,4.1,GT-N7100,1,Samsung,Galaxy Note2,t03g,16.34,91.76,20764.45
22944,29689,android,4.1,GT-N7100,1,Samsung,Galaxy Note2,t03gchn,16.34,91.76,20764.45
22945,28962,android,6.0,HTC Desire 626,1,HTC,Desire 626,htc_a32ul_emea,250.87,149.37,519.12
22945,28962,android,6.0,HTC Desire 626,1,HTC,Desire626,htc_a32ul_emea,250.87,149.37,519.12
22945,28962,android,6.0,HTC Desire 626,1,HTC,HTC Desire 626,htc_a32ul,250.87,149.37,519.12
22945,28962,android,6.0,HTC Desire 626,1,HTC,HTC Desire 626,htc_a32ul_emea,250.87,149.37,519.12
22945,28962,android,6.0,HTC Desire 626,1,HTC,HTC Desire626s,htc_a32eulatt,250.87,149.37,519.12
22946,28962,android,6.0,HTC Desire 626,1,HTC,Desire 626,htc_a32ul_emea,250.87,149.37,519.12
22946,28962,android,6.0,HTC Desire 626,1,HTC,Desire626,htc_a32ul_emea,250.87,149.37,519.12
22946,28962,android,6.0,HTC Desire 626,1,HTC,HTC Desire 626,htc_a32ul,250.87,149.37,519.12
22946,28962,android,6.0,HTC Desire 626,1,HTC,HTC Desire 626,htc_a32ul_emea,250.87,149.37,519.12
22946,28962,android,6.0,HTC Desire 626,1,HTC,HTC Desire626s,htc_a32eulatt,250.87,149.37,519.12
22950,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4),athene,102.66,79.84,5191.12
22950,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4),athene_t,102.66,79.84,5191.12
22950,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4) Plus,athene_f,102.66,79.84,5191.12
22951,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4),athene,102.66,79.84,5191.12
22951,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4),athene_t,102.66,79.84,5191.12
22951,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4) Plus,athene_f,102.66,79.84,5191.12
23018,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4),athene,101.59,84.41,5191.12
23018,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4),athene_t,101.59,84.41,5191.12
23018,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4) Plus,athene_f,101.59,84.41,5191.12
23046,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4),athene,106.65,82.13,5191.12
23046,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4),athene_t,106.65,82.13,5191.12
23046,29454,android,6.0,Moto G (4),1,Motorola,Moto G(4) Plus,athene_f,106.65,82.13,5191.12
22963,22763,android,6.0,ONE A2003,1,OnePlus,OnePlus 2,OnePlus2,361.19,38.53,2076.45
22963,22763,android,6.0,ONE A2003,1,OnePlus,OnePlus2,OnePlus2,361.19,38.53,2076.45
23026,22763,android,6.0,ONE A2003,1,OnePlus,OnePlus 2,OnePlus2,532.98,44.36,2076.45
23026,22763,android,6.0,ONE A2003,1,OnePlus,OnePlus2,OnePlus2,532.98,44.36,2076.45
22967,29694,android,6.0,SM-A500FU,1,Samsung,Galaxy A5,a5ulte,125.32,138.28,1557.33
22974,29698,android,5.1,Lenovo K51c78,1,Lenovo,Lenovo VIBE X3 Lite,k5fp,215.92,12.93,1557.33
22974,29698,android,5.1,Lenovo K51c78,1,Lenovo,Lenovo VIBE X3 Lite,k5fp_m,215.92,12.93,1557.33
22979,16673,android,5.1,D5503,1,Sony,Xperia Z1 Compact,D5503,146.45,48.67,1557.33
22986,16673,android,5.1,D5503,1,Sony,Xperia Z1 Compact,D5503,146.45,48.67,1557.33
22981,18108,android,4.4,X11,1,Lava,X11,X11,61.22,262.47,12458.67
23027,18108,android,4.4,X11,1,Lava,X11,X11,60.08,261.33,12458.67
22989,29703,android,6.0,HUAWEI VNS-L31,1,Huawei,HUAWEI P9 lite,HWVNS-H,4.62,22.94,3114.67
22999,29706,android,5.0,GT-I9506,1,Samsung,Galaxy S4,ks01lte,119.8,26.11,803.24
23003,29707,android,5.1,HUAWEI CUN-L01,1,Huawei,HUAWEI Y5II,HWCUN-L6735,124.7,4.64,11.68
23024,28637,android,6.0,MotoE2(4G-LTE),1,Motorola,Moto E with 4G LTE (2nd Gen),surnia_cdma,70.34,18.0,212.64
23024,28637,android,6.0,MotoE2(4G-LTE),1,Motorola,Moto E with 4G LTE (2nd Gen),surnia_uds,70.34,18.0,212.64
23024,28637,android,6.0,MotoE2(4G-LTE),1,Motorola,Moto E with 4G LTE (2nd Gen),surnia_udstv,70.34,18.0,212.64
23024,28637,android,6.0,MotoE2(4G-LTE),1,Motorola,Moto E with 4G LTE (2nd Gen),surnia_umts,70.34,18.0,212.64
23028,29716,android,5.1,C6603,1,Sony,Xperia Z,C6603,92.52,162.39,1557.33
23029,29717,android,6.0,HTC One_M8,1,HTC,HTC One (M8),htc_m8,22.85,34.54,6577.12
23029,29717,android,6.0,HTC One_M8,1,HTC,HTC One (M8),htc_m8wl,22.85,34.54,6577.12
23039,29721,android,5.1,SM-G531F,1,Samsung,Galaxy Grand Prime,grandprimevelte,180.18,17.49,2076.45
23040,29723,android,4.4,HTC Desire 620,1,HTC,HTC Desire 620,htc_a31ul,12.85,58.32,74.4
23053,20257,android,5.1,Vodafone Smart ultra 6,1,Vodafone,Vodafone Smart ultra 6,P839V55,42.75,46.83,5191.12
23053,20257,android,5.1,Vodafone Smart ultra 6,1,ZTE,Vodafone Smart ultra 6,msm8916_32,42.75,46.83,5191.12
